index,date,formatted date,grid,plot,Tree tag,gps tag,gps used,side,zone,fixed area,Species,fixed ht cm,Diameter 1,Diameter 2,Diameter 3,Diameter 4,Diameter 5,# Stems,Breaking,Age,Resprout,strip Circumference,Additive circumferance,area <3m stripped,Age strip,Bark Regrowth,Borers,Fire,Toppled,Resprout,Ele?,Alive,data entered bY
63,May 27-2018,27-May-18,2,10,231,NA,NA,B,3,0 to 2,Ormocarpum trichocarpum,76,0.28,0.59,0.33,0.36,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
61,May 27-2018,27-May-18,2,10,245,NA,NA,B,3,0 to 2,Ormocarpum trichocarpum,60,0.56,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
62,May 27-2018,27-May-18,2,10,233,NA,NA,B,3,0 to 2,Ormocarpum trichocarpum,51,0.65,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
65,May 27-2018,27-May-18,2,10,246,NA,NA,B,3,0 to 2,Gymnosporia senegalensis,65,0.68,0.84,0.23,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
64,May 27-2018,27-May-18,2,10,235,NA,NA,B,3,0 to 2,Gymnosporia senegalensis,95,0.84,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
55,May 27-2018,27-May-18,2,10,238,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,110,0.4,0.93,1.13,0.86,0.87,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
58,May 27-2018,27-May-18,2,10,241,NA,NA,B,4,0 to 2,Ormocarpum trichocarpum,37,0.83,0.74,0.25,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
59,May 27-2018,27-May-18,2,10,243,NA,NA,B,4,0 to 2,Ormocarpum trichocarpum,81,0.92,0.48,0.72,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
56,May 27-2018,27-May-18,2,10,239,NA,NA,B,4,0 to 2,Gymnosporia senegalensis,81,0.96,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
57,May 27-2018,27-May-18,2,10,240,NA,NA,B,4,0 to 2,Ormocarpum trichocarpum,73,1.42,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
52,May 27-2018,27-May-18,2,10,228,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,82,0.21,1,0.55,0.48,0.46,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
54,May 27-2018,27-May-18,2,10,237,NA,NA,B,5,0 to 2,Dichrostachys cinerea,23,0.46,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
47,May 27-2018,27-May-18,2,10,223,NA,NA,B,5,0 to 2,Ormocarpum trichocarpum,50,0.52,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
46,May 27-2018,27-May-18,2,10,222,NA,NA,B,5,0 to 2,Ormocarpum trichocarpum,40,0.57,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
45,May 27-2018,27-May-18,2,10,221,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,95,0.78,0.34,0.68,1.12,0.54,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
48,May 27-2018,27-May-18,2,10,224,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,110,1.31,1.09,0.84,0.92,0.89,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
51,May 27-2018,27-May-18,2,10,227,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,120,1.52,1.4,0.9,0.68,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
49,May 27-2018,27-May-18,2,10,225,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,130,1.55,0.45,0.24,0.76,0.93,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
53,May 27-2018,27-May-18,2,10,229,NA,NA,B,5,0 to 2,Dichrostachys cinerea,40,1.75,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
50,May 27-2018,27-May-18,2,10,226,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,90,1.79,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
23,27/05/2018,27-May-18,2,10,172,NA,NA,A,5,2 to 10,Philenoptera violacea,200.00,5.002,8.519,,,,2,0,NA,N,0,0,0,NA,0,0,0,N,N,N,Y,DannY
261,5/27/2018,27-May-18,2,14,232,NA,NA,A,2,0 to 2,Ehrethia rigidia,27,0.27,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
259,5/27/2018,27-May-18,2,14,236,NA,NA,A,2,0 to 2,Ehrethia rigidia,32,0.27,0.46,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
260,5/27/2018,27-May-18,2,14,234,NA,NA,A,2,0 to 2,Ehrethia rigidia,28,0.45,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
262,5/27/2018,27-May-18,2,14,242,NA,NA,A,2,0 to 2,Ehrethia rigidia,23,0.47,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
263,5/27/2018,27-May-18,2,14,283,NA,NA,A,2,0 to 2,Ehrethia rigidia,36,0.63,0.34,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
264,5/27/2018,27-May-18,2,14,286,NA,NA,A,4,0 to 2,Lannea schweinfurthii,35,0.36,0.56,0.24,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
269,5/27/2018,27-May-18,2,14,14,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,120,0.71,1.55,1.64,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
266,5/27/2018,27-May-18,2,14,285,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,100,0.83,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
265,5/27/2018,27-May-18,2,14,289,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,120,1.13,1.23,1.11,1.24,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
268,5/27/2018,27-May-18,2,14,484,NA,NA,A,4,0 to 2,Gymnosporia senegalensis,120,1.69,1.16,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
267,5/27/2018,27-May-18,2,14,281,NA,NA,A,4,0 to 2,Albizia forbesii,110,2.10,1.40,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
271,5/27/2018,27-May-18,2,14,8,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,130,0.16,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
273,5/27/2018,27-May-18,2,14,6,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,53,0.93,0.49,0.77,0.58,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
272,5/27/2018,27-May-18,2,14,7,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,110,0.98,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
274,5/27/2018,27-May-18,2,14,501,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,90,1.36,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
270,5/27/2018,27-May-18,2,14,10,NA,NA,A,5,0 to 2,Gymnosporia senegalensis,140,1.20,1.50,1.40,1.40,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Melanie
70,May 27-2018,27-May-18,2,14,252,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,93,0.57,0.34,1.39,0.95,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
67,May 27-2018,27-May-18,2,14,249,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,100,0.75,0.72,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
72,May 27-2018,27-May-18,2,14,254,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,130,0.81,1.74,3.32,2.94,1.32,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
69,May 27-2018,27-May-18,2,14,251,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,90,0.87,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
68,May 27-2018,27-May-18,2,14,250,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,100,0.93,1.6,0.88,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
66,May 27-2018,27-May-18,2,14,248,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,78,0.96,0.81,0.53,1.09,0.56,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
73,May 27-2018,27-May-18,2,14,255,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,100,0.99,0.87,1.17,0.64,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
71,May 27-2018,27-May-18,2,14,253,NA,NA,B,5,0 to 2,Gymnosporia senegalensis,130,1.97,0.74,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Nthabe and sbo
29,12-Jun-18,12-Jun-18,2,19,,E2,OTS A,NA,NA,0 to 25,Senegalia nigrescens,800.00,4.6,,,,,1,0,NA,N,0,0,0,Old,0,0,0,Y,N,Y,N,dAnnY
13,12-Jun-18,12-Jun-18,2,19,1511,NA,NA,NA,NA,0 to 25,Acacia nilotica,800.00,4.6,2.5,4,2.7,,4,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,dAnnY
27,12-Jun-18,12-Jun-18,2,19,1600,1600,OTS A,NA,NA,0 to 25,Senegalia nigrescens,500.00,9.2,8.7,,,,2,2,Old,N,0,0,0,NA,0,0,0,N,N,N,Y,dAnnY
24,12-Jun-18,12-Jun-18,2,19,1515,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,750.00,9.5,13.6,,,,2,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,dAnnY
28,12-Jun-18,12-Jun-18,2,19,1599,1599,OTS A,NA,NA,0 to 25,Senegalia nigrescens,500.00,11.5,,,,,1,0,NA,Y,15,30,10,Old,60,0,0,N,N,Y,Y,dAnnY
23,12-Jun-18,12-Jun-18,2,19,1513,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,900.00,12.5,7.6,,,,2,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,dAnnY
25,12-Jun-18,12-Jun-18,2,19,1448,1486,OTS A,NA,NA,0 to 25,Lannea schweinfurthii,650.00,18,19,,,,2,90,Old,Y,1,1,5,New,0,0,0,N,N,Y,Y,dAnnY
22,12-Jun-18,12-Jun-18,2,19,1512,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,850.00,18.3,8.6,,,,2,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,dAnnY
18,12-Jun-18,12-Jun-18,2,19,1036,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,700.00,20,,,,,1,100,Old,N,0,0,0,NA,0,0,50,N,N,Y,N,dAnnY
20,12-Jun-18,12-Jun-18,2,19,1065,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,750.00,24,,,,,1,70,Old,N,0,0,0,NA,0,0,50,N,N,Y,N,dAnnY
32,12-Jun-18,12-Jun-18,2,19,,E5,OTS A,NA,NA,0 to 25,Senegalia nigrescens,550.00,25,,,,,1,0,NA,N,0,0,0,NA,0,0,0,Y,N,Y,N,dAnnY
17,12-Jun-18,12-Jun-18,2,19,1066,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,600.00,26,,,,,1,100,Old,N,0,0,0,NA,0,0,50,N,N,Y,N,dAnnY
19,12-Jun-18,12-Jun-18,2,19,1064,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,700.00,26,,,,,1,50,Old,N,0,0,0,NA,0,0,0,N,N,Y,N,dAnnY
21,12-Jun-18,12-Jun-18,2,19,1037,NA,OTS A,NA,NA,0 to 25,Senegalia nigrescens,800.00,26,21,18,,,3,50,Old,N,40,0,40,Old,5,2,50,Y,Y,Y,N,dAnnY
33,12-Jun-18,12-Jun-18,2,19,,E6,OTS A,NA,NA,0 to 25,Senegalia nigrescens,1000.00,27,,,,,1,0,NA,N,0,0,0,NA,0,0,0,Y,N,Y,N,dAnnY
34,12-Jun-18,12-Jun-18,2,19,,E7,OTS A,NA,NA,0 to 25,Senegalia nigrescens,900.00,30,,,,,1,100,Old,Y,0,0,0,NA,0,0,0,N,N,Y,N,dAnnY
30,12-Jun-18,12-Jun-18,2,19,,E3,OTS A,NA,NA,0 to 25,Senegalia nigrescens,500.00,36,,,,,1,0,NA,N,0,0,0,NA,0,0,0,Y,N,Y,N,dAnnY
15,12-Jun-18,12-Jun-18,2,19,1060,NA,OTS A,NA,NA,0 to 25,Combretum imberbe,700.00,40,,,,,1,100,Old,N,0,0,0,NA,0,0,50,N,N,Y,N,dAnnY
31,12-Jun-18,12-Jun-18,2,19,1589,1589,OTS A,NA,NA,0 to 25,Senegalia nigrescens,1300.00,45,,,,,1,15,Old,N,0,0,0,NA,0,0,0,N,N,N,Y,dAnnY
26,12-Jun-18,12-Jun-18,2,19,,E1,OTS A,NA,NA,0 to 25,Senegalia nigrescens,600.00,,,,,,1,100,Old,N,0,0,0,NA,0,0,0,N,N,N,N,dAnnY
645,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ehretia rigida,14,0.25,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
638,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ehretia rigida,20,0.25,0.24,0.4,0.25,0.413,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
637,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ehretia rigida,32,0.25,0.23,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
640,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ormocarpum trichocarpum,14,0.3,0.304,0.28,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
644,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ehretia rigida,50,0.337,0.247,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
646,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ehretia rigida,22,0.38,0.24,0.23,0.25,0.26,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
641,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ehretia rigida,45,0.38,0.34,0.16,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
643,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ehretia rigida,10,0.402,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
639,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Ormocarpum trichocarpum,42,0.436,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
642,29-May-18,29-May-18,3,20,no tag,NA,NA,A,3,0 to 2,Dichrostachys cinerea,100,0.89,0.46,0.512,0.59,0.31,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
591,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,20,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
647,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Commiphora schimperi,40,0.23,0.083,0.294,0.32,0.175,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
589,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Diospyros mespiliformis,95,0.25,0.18,0.9,0.1,0.15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
581,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,10,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
580,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,15,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
586,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,20,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
587,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,20,0.3,0.2,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
594,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,20,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
584,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,25,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
585,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,25,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
592,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,30,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
657,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehretia rigida,20,0.32,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
652,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehretia rigida,42,0.32,0.18,0.14,0.25,0.24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
651,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Commiphora schimperi,50,0.36,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
582,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,20,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
590,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ziziphus zeyheriana,25,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
593,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,30,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
588,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,40,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
649,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Commiphora schimperi,32,0.429,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
648,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Commiphora schimperi,30,0.43,0.34,0.219,0.14,0.15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
654,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehretia rigida,37,0.43,0.37,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
653,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehretia rigida,52,0.44,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
650,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehretia rigida,32,0.48,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
579,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,30,0.5,0.1,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
656,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehretia rigida,43,0.55,0.54,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
583,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehrethia rigida ,50,0.8,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
655,29-May-18,29-May-18,3,20,no tag,NA,NA,A,4,0 to 2,Ehretia rigida,72,0.913,0.416,0.32,0.503,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Phindile
568,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,15,0.2,0.2,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
575,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,15,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
573,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,20,0.3,0.6,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
567,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,15,0.4,0.3,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
569,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,15,0.4,0.5,0.2,0.2,0.3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
574,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,20,0.4,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
571,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,20,0.5,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
577,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,30,0.5,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
570,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,10,0.6,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
572,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,15,0.6,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
576,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ormocarpum trichocarpum,20,0.78,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
578,29/05/2018,29-May-18,3,20,no tag,NA,NA,A,5,0 to 2,Ehrethia rigida ,40,0.8,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
566,29/05/2018,29-May-18,3,20,no tag,NA,NA,A ,5,0 to 2,Ehrethia rigida ,15,0.4,0.2,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
555,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,10,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
559,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,10,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
562,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,10,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
565,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,30,0.2,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
557,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,10,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
558,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,10,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
561,29/05/2018,29-May-18,3,20,no tag,NA,NA,B,2,0 to 2,Ehrethia rigida ,15,0.3,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,DannY
