date,grid,plot,zone,side,fixed_area,height,num_stems,stem_1_diam,stem_2_diam,stem_3_diam,stem_4_diam,stem_5_diam,canopy_breakage,breakage_age,breakage_resprout,circum,add_circum,bark_stripped,strip_age,bark_regrow,borer,fire,toppled,toppled_resprout,elephant_damage,alive,notes,data_collector,scribe,total_basal_area,season,location,tag,spcode
28-May-2016,3,22,NA,NA,NA,650,2,37.3,NA,NA,NA,NA,4,O,N,0,0,0,NA,NA,NA,N,N,NA,N,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,22,NA,NA,NA,610,1,20.8,NA,NA,NA,NA,4,O,N,0,0,0,NA,NA,NA,N,N,NA,N,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,22,NA,NA,NA,610,1,16.5,NA,NA,NA,NA,7,O,N,0,0,0,NA,NA,NA,N,N,NA,N,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,22,NA,NA,NA,550,2,16.6,NA,NA,NA,NA,10,O,N,20,23,11,O,1,15,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,COIM
28-May-2016,3,22,NA,NA,NA,540,4,12.7,NA,NA,NA,NA,15,O,N,12,27,10,O,0,0,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,COIM
28-May-2016,3,22,NA,NA,NA,620,4,12,NA,NA,NA,NA,10,O,N,15,18,20,O,0,3,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,COIM
28-May-2016,3,23,NA,NA,NA,510,1,59.6,NA,NA,NA,NA,5,O,N,25,65,35,O,35,5,N,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,SCBI
28-May-2016,3,23,NA,NA,NA,550,3,30.5,NA,NA,NA,NA,15,O,N,11,20,15,O,70,6,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,23,NA,NA,NA,620,1,15.8,NA,NA,NA,NA,6,O,N,0,0,0,NA,NA,NA,N,N,NA,N,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,23,NA,NA,NA,510,1,24.3,NA,NA,NA,NA,50,O,N,20,52,20.2,O,10,50,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,23,NA,NA,NA,510,1,12,NA,NA,NA,NA,7,O,N,45,45,41,O,95,11,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,23,NA,NA,NA,1e3,1,28.6,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,N,N,NA,N,Y,NA,NA,Tsego,NA,mj16,K,NA,COIM
28-May-2016,3,23,NA,NA,NA,730,4,44,NA,NA,NA,NA,100,N,Y,12.5,40,20,O,60,50,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,25,NA,NA,NA,1130,1,62.4,NA,NA,NA,NA,20,O,N,50,55,50,O,4,20,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,26,NA,NA,NA,500,1,19,NA,NA,NA,NA,3,O,N,15,21,2,O,0,6,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,26,NA,NA,NA,500,3,23.5,NA,NA,NA,NA,55,N,N,20,22,5,O,85,10,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,28,NA,NA,NA,520,1,14.3,NA,NA,NA,NA,15,O,N,10,11,3,O,0,3,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,28,NA,NA,NA,580,2,25,NA,NA,NA,NA,5,O,N,3,8,3.5,O,0,0,Y,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
28-May-2016,3,28,NA,NA,NA,520,1,55.3,NA,NA,NA,NA,45,O,N,17,50,35,O,60,40,N,N,N,Y,Y,NA,NA,Tsego,NA,mj16,K,NA,ACNI
23-May-2016,4,29,NA,NA,NA,500,1,29.5,NA,NA,NA,NA,7,O,N,3,4,1,O,2,4,N,N,N,N,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,29,NA,NA,NA,550,1,32.3,NA,NA,NA,NA,55,N,N,15,49,20,O,26,6,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,30,NA,NA,NA,580,1,28.4,NA,NA,NA,NA,16,O,N,30,34,34,O,4,5,Y,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,31,NA,NA,NA,580,2,13,14.1,NA,NA,NA,15,O,N,10,13,11,O,2,2,Y,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,31,NA,NA,NA,650,1,31.5,NA,NA,NA,NA,18,O,N,45,23,18,O,3,3,Y,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,33,NA,NA,NA,520,1,25.2,NA,NA,NA,NA,100,O,Y,60,63,35,O,0,6,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,33,NA,NA,NA,520,1,14.5,NA,NA,NA,NA,20,O,Y,0,0,0,NA,NA,NA,N,N,N,N,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,33,NA,NA,NA,520,1,37.5,NA,NA,NA,NA,45,O,N,0,0,0,NA,NA,NA,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,33,NA,NA,NA,600,1,25.2,NA,NA,NA,NA,100,O,N,50,60,40,O,0,20,Y,Y,N,Y,N,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,33,NA,NA,NA,520,1,41.5,NA,NA,NA,NA,20,O,N,10,12,10,O,0,10,Y,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,34,NA,NA,NA,510,1,23,NA,NA,NA,NA,6,O,N,50,59,50,O,23,10,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,34,NA,NA,NA,500,1,27,NA,NA,NA,NA,80,O,N,15,19,15,O,2,16,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,34,NA,NA,NA,530,2,17.9,12.8,NA,NA,NA,2,N,N,15,30,12,O,0,1,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,34,NA,NA,NA,530,1,29,NA,NA,NA,NA,6,O,N,1,0,0.5,O,2,0,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,34,NA,NA,NA,520,3,15.9,13,6,NA,NA,3,O,N,25,34,22,O,5,1,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,35,NA,NA,NA,520,1,27.2,NA,NA,NA,NA,75,O,N,0,0,0,NA,NA,NA,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,SCBI
23-May-2016,4,37,NA,NA,NA,510,1,14.8,NA,NA,NA,NA,7,O,N,40,43,5,O,5,10,N,N,N,Y,Y,NA,NA,Kele,NA,mj16,K,NA,ACNI
23-May-2016,4,37,NA,NA,NA,780,1,69,NA,NA,NA,NA,100,O,N,0,0,0,NA,NA,NA,N,N,N,Y,N,NA,NA,Kele,NA,mj16,K,NA,LASC
04-Jun-2017,1,1,NA,NA,NA,5,1,12,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,COIM
04-Jun-2017,1,1,NA,NA,NA,5,1,13,NA,NA,NA,NA,100,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,1,NA,NA,NA,5.4,2,10.5,11.5,NA,NA,NA,2,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,1,NA,NA,NA,5.1,4,11.5,4.5,5,4,NA,100,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,1,NA,NA,NA,5,2,10,9,NA,NA,NA,100,N,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5.2,1,21,NA,NA,NA,NA,100,O,N,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,6,2,22,20,NA,NA,NA,95,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,6,1,23,NA,NA,NA,NA,100,O,N,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5.5,2,23,8,NA,NA,NA,85,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,6,1,21,NA,NA,NA,NA,100,NA,N,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,6,1,21,NA,NA,NA,NA,100,O,N,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5,2,12,13,NA,NA,NA,100,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5.5,2,20,18,NA,NA,NA,100,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5.3,1,12,NA,NA,NA,NA,5,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5.4,2,13,11,NA,NA,NA,100,O,N,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,6,3,21,20,17,NA,NA,4,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5.2,1,22,NA,NA,NA,NA,100,N,Y,10,NA,1,O,90,100,N,N,N,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,6,2,18,20,NA,NA,NA,90,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,5.5,1,22,NA,NA,NA,NA,100,O,N,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,2,NA,NA,NA,11.2,1,70,NA,NA,NA,NA,2,O,Y,98,NA,45,O,7,50,N,N,N,Y,Y,NA,NA,Ali,NA,mj17,K,NA,SCBI
04-Jun-2017,1,2,NA,NA,NA,5,1,22,NA,NA,NA,NA,10,O,Y,40,NA,5,O,40,60,N,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,PHVI
04-Jun-2017,1,3,NA,NA,NA,5,3,28,20,5,NA,NA,60,O,Y,10,NA,2,O,5,100,N,NA,NA,Y,Y,NA,NA,Ali,NA,mj17,K,NA,COIM
04-Jun-2017,1,3,NA,NA,NA,5,1,20,NA,NA,NA,NA,100,O,N,50,NA,10,O,0,100,N,NA,NA,Y,N,NA,NA,Ali,NA,mj17,K,NA,ACNI
04-Jun-2017,1,3,NA,NA,NA,5.5,1,22,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,NA,NA,Ali,NA,mj17,K,NA,PHVI
NA,1,4,NA,NA,NA,5.5,1,22,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,Y,N,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,6.5,2,23,NA,NA,NA,NA,0,O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,5,1,12,NA,NA,NA,NA,90,O,Y,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,NA,NA,NA,NA,NA,K,NA,ACGE
NA,1,5,NA,NA,NA,5.2,2,22,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,8.5,1,33,NA,NA,NA,NA,5,O,Y,60,10,NA,O,10,N,N,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,7.5,1,30,NA,NA,NA,NA,15,O,Y,50,20,NA,O,5,5,N,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,6,3,18,10,11,NA,NA,75,O,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,5,3,12,8,13,NA,NA,50,O,Y,15,2,NA,O,50,100,NA,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,5.5,3,16,9,4,NA,NA,80,O,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,5,NA,NA,NA,7,3,23,NA,NA,NA,NA,15,O,N,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,7,NA,NA,NA,5,1,12,NA,NA,NA,NA,100,O,Y,40,10,NA,O,10,100,N,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACGE
NA,1,7,NA,NA,NA,5.2,2,20,8,NA,NA,NA,100,O,Y,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,NA,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,8,NA,NA,NA,5.1,1,19,NA,NA,NA,NA,5,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,8,NA,NA,NA,5,2,12,4,NA,NA,NA,5,O,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,NA,NA,NA,NA,K,NA,BOSP
NA,1,8,NA,NA,NA,5.8,1,18,NA,NA,NA,NA,2,O,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,9,NA,NA,NA,5.4,3,14,14,23,NA,NA,2,O,Y,50,5,NA,O,20,100,N,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,9,NA,NA,NA,5,2,14,9,23,NA,NA,5,O,Y,27,6,NA,O,15,50,N,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,9,NA,NA,NA,5.2,3,22,22,20,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,9,NA,NA,NA,6,2,20,17,NA,NA,NA,2,O,Y,25,10,NA,N,0,N,N,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,9,NA,NA,NA,5.1,3,27,21,15,NA,NA,2,O,Y,15,5,NA,O,50,100,N,NA,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,1,9,NA,NA,NA,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,NA,ACNI
NA,2,11,NA,NA,NA,5.2,1,11,NA,NA,NA,NA,100,2,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,NA,NA,laurence,NA,NA,K,NA,ACNI
NA,2,11,NA,NA,NA,5,2,12,10,NA,NA,NA,2,2,Y,45,NA,8,O,50,NA,NA,NA,NA,Y,Y,NA,NA,laurence,NA,NA,K,NA,ACNI
NA,2,11,NA,NA,NA,5,2,13,12,NA,NA,NA,58,NA,NA,80,NA,10,NA,NA,100,Y,NA,NA,Y,Y,NA,NA,laurence,NA,NA,K,NA,ACNI
NA,2,12,NA,NA,NA,5.1,1,12,NA,NA,NA,NA,10,O,Y,50,NA,20,O,60,100,N,NA,NA,Y,Y,NA,NA,laurence,NA,NA,K,NA,ACNI
NA,2,12,NA,NA,NA,6,2,18,10,NA,NA,NA,60,O,Y,15,NA,5,O,80,100,Y,NA,NA,Y,Y,NA,NA,laurence,NA,NA,K,NA,ACGE
NA,2,13,NA,NA,NA,5,1,12,NA,NA,NA,NA,70,O,Y,50,NA,15,O,50,100,N,NA,NA,Y,Y,NA,NA,laurence,NA,NA,K,NA,ACNI
NA,2,13,NA,NA,NA,5,1,14,NA,NA,NA,NA,2,O,Y,30,NA,10,O,15,no,N,NA,NA,Y,Y,NA,NA,laurence,NA,NA,K,NA,ACNI
NA,4,29,NA,NA,NA,5.3,1,39.8,NA,NA,NA,NA,60,O,Y,NA,NA,20,O,5,20,N,N,N,Y,Y,Major cavity present atfter being broken by elephants,NA,Ndumie,NA,NA,K,NA,ACNI
NA,4,29,NA,NA,NA,5.3,1,39.8,NA,NA,NA,NA,60,O,Y,NA,NA,20,O,5,20,N,N,N,Y,Y,Major cavity present atfter being broken by elephants,NA,NA,NA,NA,K,NA,ACNI
NA,4,31,NA,NA,NA,540,2,10,10.5,NA,NA,NA,2,O,Y,20,5,Old,O,60,NA,NA,N,NA,Y,Y,NA,NA,Ali,NA,NA,K,NA,ACNI
NA,4,31,NA,NA,NA,550,2,10,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,Y,NA,NA,Ali,NA,NA,K,NA,ACNI
NA,4,31,NA,NA,NA,520,2,11,14,NA,NA,NA,100,O,N,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,NA,NA,Ali,NA,NA,K,NA,ACNI
NA,4,31,NA,NA,NA,650,1,20,NA,NA,NA,NA,100,O,N,NA,NA,NA,NA,NA,NA,NA,N,NA,Y,N,NA,NA,Ali,NA,NA,K,NA,ACNI
NA,4,32,NA,NA,NA,520,1,10,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,Y,N,NA,NA,Ali,NA,NA,K,NA,ACNI
NA,4,33,NA,NA,NA,6,3,11.5,6,8.3,NA,NA,35,Medium,N,NA,NA,60,O,40,0,Y,N,N,Y,Y,NA,NA,Ndumie,NA,NA,K,NA,ACNI
NA,4,33,NA,NA,NA,6,3,11.5,6,8.3,NA,NA,35,Medium,N,NA,NA,60,O,40,0,Y,N,N,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,4,34,NA,NA,NA,5.1,1,25.2,NA,NA,NA,NA,5,N,Y,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Ndumie,NA,NA,K,NA,ACNI
NA,4,34,NA,NA,NA,5.1,1,25.2,NA,NA,NA,NA,5,N,Y,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,NA,ACNI
NA,4,34,NA,NA,NA,5.2,2,10.9,11.5,NA,NA,NA,5,O,Y,NA,NA,0,NA,0,0,Y,N,N,Y,Y,NA,NA,Ndumie,NA,NA,K,NA,ACNI
NA,4,34,NA,NA,NA,5.2,2,10.9,11.5,NA,NA,NA,5,O,Y,NA,NA,0,NA,0,0,Y,N,N,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,4,35,NA,NA,NA,5,1,26.6,NA,NA,NA,NA,10,O,N,NA,NA,70,O,10,5,Y,N,NA,Y,Y,NA,NA,Ndumie,NA,NA,K,NA,ACNI
NA,4,35,NA,NA,NA,5,1,26.6,NA,NA,NA,NA,10,O,N,NA,NA,70,O,10,5,Y,N,NA,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
NA,4,36,NA,NA,NA,5.5,2,14.6,12.2,NA,NA,NA,25,O,N,NA,NA,60,O,40,0,Y,N,N,Y,Y,NA,NA,Ndumie,NA,NA,K,NA,ACNI
NA,4,36,NA,NA,NA,5.5,2,14.6,12.2,NA,NA,NA,25,O,N,NA,NA,60,O,40,0,Y,N,N,Y,Y,NA,NA,NA,NA,NA,K,NA,ACNI
27-May-2018,1,1,1,A,<2,31.5,3,0.33,0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0120,EHRI
27-May-2018,1,1,1,A,<2,76,1,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0119,EHRI
27-May-2018,1,1,1,A,<2,90,1,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0141,DICI
27-May-2018,1,1,2,A,<2,102,9,0.1,0.55,0.55,0.70,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0117,FLVI
27-May-2018,1,1,2,A,<2,54,2,0.26,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0118,EHRI
27-May-2018,1,1,2,A,<2,71.7,1,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0115,EHRI
27-May-2018,1,1,2,A,<2,45,3,0.38,0.67,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0116,EHRI
27-May-2018,1,1,3,A,<2,25,2,0.22,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0113,BOFO
27-May-2018,1,1,3,A,<2,42,1,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0112,BOFO
27-May-2018,1,1,3,A,<2,27,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,394,EHRI
27-May-2018,1,1,3,A,<2,44,1,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,392,BOFO
27-May-2018,1,1,3,A,<2,24,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0110,BOFO
27-May-2018,1,1,3,A,<2,70,1,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,393,EHRI
27-May-2018,1,1,3,A,<2,40,2,0.48,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0109,BOFO
27-May-2018,1,1,3,A,<2,48,2,0.51,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,383,BOFO
27-May-2018,1,1,3,A,<2,56,2,0.52,0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,301,BOFO
27-May-2018,1,1,3,A,<2,51,2,0.54,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0111,BOFO
27-May-2018,1,1,3,A,<2,50,3,0.57,0.28,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,OTS 0114,BOFO
27-May-2018,1,1,4,A,<2,41,2,0.26,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,396,BOFO
27-May-2018,1,1,4,A,<2,40,1,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,382,BOFO
27-May-2018,1,1,4,A,<2,19,1,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,380,EHRI
27-May-2018,1,1,4,A,<2,19,1,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,379,DICI
27-May-2018,1,1,4,A,<2,66,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,386,BOFO
27-May-2018,1,1,4,A,<2,75,1,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,396,COSC
27-May-2018,1,1,4,A,<2,150,12,1.51,1.37,1.60,1.30,2.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,391,GYSE
27-May-2018,1,1,4,A,<2,115,1,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,390,XIAM
27-May-2018,1,1,4,A,<2,170,1,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,Melanie,NA,mj18,K,389,XIAM
27-May-2018,1,1,5,A,<2,155,7,0.562,1.75,1.35,1.2,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,DannY,NA,mj18,K,195,GYSE
27-May-2018,1,1,5,A,<2,71.1,4,0.72,2.009,1.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,DannY,NA,mj18,K,191,GYSE
